id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories
21934,Schleckermaul,1995,6.33333,3,0,2,4,10,10,Children's
21935,Chu Shogi,1300,8.35714,21,4.25,2,2,120,120,Abstract
21937,Gulpin' Guppies,1999,-1,-1,-1,-1,-1,-1,-1,-1
21938,Gabula u Gabeli,1987,5,1,1,2,6,30,30,
21939,Foto Yu,1986,2,1,1,2,6,30,30,
21940,Sure Shot Baseball,2003,6,3,0,2,2,20,20,
21942,Camp,1993,6.78571,7,1.6667,2,2,30,30,Abstract
21945,Das Arche-Noah Spiel,1998,3.8,5,1,2,4,20,20,Children's
21946,High 5,1992,3.66667,6,1.6667,3,4,0,0,
21948,Saint Seiya Cardgame Collection,2005,5.66667,3,0,0,0,0,0,Customizable
21949,Trip Trap,1969,0,0,0,1,0,10,10,
21950,Brainsweat,1990,0,0,0,3,6,0,0,
21951,X-Ceter-O,1985,5.54167,12,1,2,2,10,10,Abstract
21953,Gnaqush,2005,6,3,2.5,4,4,30,30,Abstract
21956,Play the Beats,1963,0,0,0,2,4,0,0,
21957,Bitter Victory,2006,6.70455,11,2,2,2,180,180,Wargames
21958,Anastasia,1997,0,0,0,2,5,10,10,
21959,Jogo de Guerra,2004,1.66667,3,0,2,6,60,60,Wargames
21960,Combiletra,1989,5.4,1,2,2,6,0,0,
21962,Krebiz-4,1997,6.75,3,0,2,12,0,0,Wargames
21963,Argonians-2,1993,7.125,4,0,2,12,0,0,Wargames
21964,Mechad-1,1995,7.16667,3,0,2,12,0,0,Wargames
21965,Far Side-1,1994,6.83333,3,0,2,12,0,0,Wargames
21966,Official Rules of Card Games,1887,5.875,8,3.3333,0,0,0,0,
21967,Trivial Pursuit For Kids,2004,5.11458,24,1,2,4,30,30,
21968,Monopoly: Toys 'R' Us Times Square,2001,4.5,4,0,2,6,60,60,
21970,Waterloo,1989,5,2,0,1,2,360,360,Wargames
21971,Sengoku Fight,1992,5,1,0,1,2,360,360,Wargames
21972,Meeple Fling!,2006,7,2,0,2,6,30,30,
21973,Krebiz-2,1993,6.83333,3,0,2,12,0,0,Wargames
21974,Krebiz-3,1993,6.83333,3,0,2,12,0,0,Wargames
21975,ChessWar,1991,7.16667,3,0,2,2,20,20,Wargames
21977,Pyramid (Battlestar Galactica),1980,6.1,10,3,2,5,0,0,
21978,Prompt,1998,3.66667,3,1.5,2,6,30,30,
21980,A Christmas Story Board Game,2005,2.66944,18,1,2,6,0,0,
21981,Set Point Singles and Doubles,1971,7,5,0,2,4,30,30,
21983,To Grandma's House We Go!,2004,2.75,4,1,2,4,5,5,Children's
21986,Ramba Samba,2006,5.65,25,1,2,4,15,15,Children's
21988,Flivver Game,1922,8,1,1,2,4,30,30,
21989,Cup Skipper,2002,5.75,1,0,2,4,10,10,
21992,Ava,1999,5.62,5,0,2,4,30,30,Abstract
21993,Die! Die! Bang!,2004,-1,-1,-1,-1,-1,-1,-1,-1
21994,"A Bloody Business: The Battle of Hue, 1968",2006,6.66667,3,2,2,2,60,60,Wargames
21995,Cooperation,1968,0,0,0,4,6,30,30,
21997,Triumph of the Will,1990,7.27778,9,3,0,0,120,120,Wargames
21999,Problems and Programmers,2003,3,1,1.5,2,2,45,45,
22000,Beat The Bookie Race Odds Game,1998,0,0,0,2,8,0,0,
22001,Bookie: The Card Game,1936,3,1,0,2,2,0,0,
22002,CHECKCHESS RoundBoard,1991,6.75,2,0,2,2,0,0,Abstract
22003,Cityism  -- The Austin Trivia Board Game,2004,0,0,0,0,0,0,0,
22004,Cluster,1973,6.5,2,3,2,2,30,30,Abstract
22005,Pentagon: The Marble Game of the 70's,1970,0,0,0,2,2,30,30,Abstract
22006,Toggle Logic,2003,0,0,0,2,2,30,30,Abstract
22008,Kriegspiel,1899,7.875,6,4,2,2,0,0,Abstract
22009,The Money Game,1912,5,1,0,5,11,0,0,
22010,Dora the Explorer: Picnic Fiesta,2003,2.5,2,1,1,2,10,10,
22011,Supersurf! Championship Sky-Surfing in the World of Judge Dredd,2005,7.5,2,3,2,6,60,60,
22012,Triplexity,1984,5.55,2,0,2,6,10,10,Abstract
22013,GO mental SACRAmental,2006,6.25,2,1,3,6,60,60,
22014,GO mental FUNDAmental,2005,5.125,4,0,3,6,30,30,Children's
22015,QQChess,2005,5.75,2,0,2,4,0,0,Abstract
22016,Midevil II: Castle Chaos,2006,6.02286,105,1.125,2,6,60,60,
22017,Pictionary: After Dinner Mint Edition,1999,5.5,2,1,4,16,60,60,
22018,Pro Wrestler,1992,8.16667,6,1.5,1,16,30,30,
22020,APBA Major League Baseball Master Game,1975,-1,-1,-1,-1,-1,-1,-1,-1
22021,Celebrity Turds,2005,7,1,0,2,6,20,20,
22023,Heraldic,1999,0,0,0,2,4,20,20,
22024,ÅÖí_Åçe snÅ¿,2003,4.17857,14,2,2,5,30,30,
22025,Bible Cubes,1963,7,1,1,2,12,10,10,
22026,The Game of Peter Rabbit,1995,0,0,0,2,2,30,30,
22027,Summ herum,2005,5.505,20,1,2,4,15,15,Children's
22028,"""In Pursuit of Par"" TPC Sawgrass Edition",1988,5.51667,6,1,1,4,45,45,
22030,Big League Baseball Card Game,1949,5.25,4,1,0,0,10,10,
22031,Snakes in the Grass,1969,4,5,1,2,4,5,5,
22032,Aloha: Le jeu rituel des archipels,2004,3.68182,22,1.3333,2,4,20,20,
22033,Mickey Mouse Rickety Bridge Game,1972,4,2,0,2,4,20,20,
22034,Rattle Me Bones,1989,4.38182,11,1,2,4,10,10,
22036,Suck my marbles,2005,0,0,0,3,8,20,20,
22037,Wacky Races,2001,4.25,4,0,2,6,30,30,
22039,Scrabble People,1985,0,0,0,2,4,15,15,
22040,Legend of the Moonsword,1992,6.25,10,1.5,2,6,0,0,
22041,Disney's Gummi Bears Giant Card Game,1986,0,0,0,2,4,15,15,
22043,Star Games,1955,0,0,0,1,10,30,30,
22044,ZIN,1994,5,2,0,2,2,0,0,Abstract
22045,Ditto,1998,5.2381,21,0,4,0,0,0,
22049,Illuminati: Bavarian Fire Drill,2007,7.17497,314,2.5714,2,8,180,180,
22050,Nautical Trivia,2002,4.33333,6,1,2,12,0,0,
22051,HoverTank: Death and Destruction in the fight for Oil in 2022,1997,6.58333,6,2,2,2,45,45,Wargames
22052,Treffit,1998,0,0,0,2,4,30,30,
22053,Silly Sandwiches,1996,2.75,8,1,2,6,20,20,Children's
22054,Tuntematon Sotilas,2005,3,4,1,2,6,30,30,
22056,Seitsemí_n Pí_iví_í_ Julkkistietopeli,2005,2,1,0,2,2,30,30,
22057,Winkers the game,1998,4.016,7,2,2,2,15,15,Abstract
22058,Bible Lotto,1933,4,1,1,3,15,30,30,
22059,Math Magic,1987,5.28571,7,2.5,1,4,60,60,
22060,Sinbad,1977,5.23333,3,0,2,4,30,30,
22064,Roy Morgan's Ultimate Survey,1997,3.5,3,1,3,6,60,60,
22065,Direct Conflict in Dimension Six,1977,2.66667,3,0,2,2,120,120,Wargames
22066,Knock The Clock,1968,0,0,0,3,6,20,20,
22067,The New Game of Busy Bees,1922,6.5,2,0,2,4,0,0,
22068,Confrontation: Dogs of War,2006,7.40746,67,2.7778,2,2,90,90,
22069,Het grote Pluk van de Petteflet spel,1999,5.23846,13,1,2,4,30,30,
22070,Who Ate All the Pies?!,2006,0,0,0,0,0,0,0,
22071,Pendoka,2002,0,0,0,1,5,5,5,Abstract
22072,The King's Highway,1895,6.5,2,0,2,4,30,30,
22073,Rolaire,1965,0,0,0,2,26,60,60,
22075,Mozog,1984,0,0,0,2,2,30,30,Abstract
22076,Who Framed Roger Rabbit: Dip Flip,1988,0,0,0,2,4,0,0,
22077,Zizzlingers Power Game,2005,1,1,1,0,0,0,0,
22078,Ring My Nose,1920,0,0,0,2,4,10,10,Children's
22079,Whirl Out,1971,5.25,2,0,2,4,0,0,
22082,Portcullis,2002,7.71429,7,2.3333,2,2,30,30,Abstract
22083,Sharks and Jets,2006,6,2,3,2,2,60,60,Wargames
22084,Pro Table Games Co.: Hockey,1970,5.65,10,0,1,2,45,45,
22086,Alchymia: La QuíÈte du Cristal Noir,2006,5.8,10,2,2,5,60,60,Abstract
22087,Fooly,2006,0,0,0,2,5,10,10,
22088,Oil Spill,1990,0,0,0,2,6,20,20,
22089,Wrestle Around,1969,4.225,4,1,2,4,5,5,
22091,The Sierra Club Game,1994,2,2,0,2,4,0,0,
22093,Federation Commander:  Boosters,2006,7.32245,49,3,2,8,180,180,Wargames
22094,A Book of Sandhurst Wargames,1982,5.82759,29,2,0,0,0,0,Wargames
22095,Lolli Plop,1962,0,0,0,1,2,5,5,
22096,New Football,1993,7.5,1,0,2,2,30,30,
22097,Blue Moon: Buka Invasion,2006,7.09215,349,2.4545,2,2,30,30,Customizable Strategy
22098,NASCAR The DVD Board Game,2005,4.375,8,0,2,4,90,90,
22101,Play it Again Juke Box,1985,5.625,6,0,2,24,60,60,
22102,The Stupid Game,1988,1.5,2,1,2,6,45,45,
22103,Steady Eddie,1962,5.66667,3,0,1,0,5,5,
22105,The Bicentennial Games,1974,4.25,2,0,2,6,0,0,
22106,Black Gold,1981,1,1,0,2,4,0,0,
22107,Matti on maailman paras!,2006,1.75,2,0,2,4,30,30,
22108,Pantheon and Other Roleplaying Games,2000,7.875,12,2,0,0,0,0,
22109,Leave It To Beaver Ambush Game,1959,0,0,0,0,0,0,0,
22110,Doubles Backgammon,1994,4.66667,3,0,2,4,0,0,Abstract
22112,Mothers & Their Babies,1993,4,3,0,2,4,10,10,Children's
22113,Save the Forest Ecology Game,1988,5,2,0,2,4,30,30,
22117,The Berenstain Bears Too Much Junk Food Game,1990,0,0,0,2,4,0,0,Children's
22118,Doubles Checkers,1994,3,1,1,2,4,0,0,Abstract
22120,Gargoyles & Goblins,1981,4.33333,3,0,2,4,0,0,
22121,The Okay Card Game,1999,2,2,0,2,4,10,10,
22124,Transportation,2006,0,0,0,2,6,60,60,
22125,Matchgolf,2006,6.9,5,1,1,6,45,45,
22127,Give & Take,2002,4.66667,3,0,2,4,0,0,
22128,Flip 'Em,2001,0,0,0,2,8,45,45,Abstract
22129,Find the Lady,1976,0,0,0,2,6,60,60,
22130,Summon the Dragon,1998,5.9,5,2,4,4,0,0,
22131,The Muldoon Game,1976,0,0,0,6,100,0,0,
22133,ATS Briefing Sourcebook #2,2007,7.77778,9,0,1,2,60,60,Wargames
22135,Listening to Nature,1986,-1,-1,-1,-1,-1,-1,-1,-1
22136,Early Discoveries,1977,5.625,4,1,2,6,30,30,
22137,Spin for Sin,1989,1,2,0,2,2,15,15,
22139,Citadella,2005,6.2,5,2,2,2,15,15,Abstract
22144,From Valmy to Waterloo,1995,7.5,15,2.8,2,6,180,180,
22145,1842: Schleswig Holstein,1992,6.6,15,4,2,7,200,200,
22147,Old Macdonald's Farm Game,2001,4,3,0,2,4,15,15,
22148,Kabouterstad,2003,5.6,5,3,2,6,15,15,
22149,Negamco's Major League Baseball,1959,5.9,9,0,1,2,40,40,
22150,Disney's Magical Moments Game,1991,5.5,2,0,2,4,60,60,
22151,Vintage Wheels,1984,4,1,0,2,6,0,0,
22152,Memory Lane,1990,0,0,0,4,0,0,0,
22154,Toktong Pass: Escape from Chosin,2006,7.82353,17,3.3333,2,2,0,0,Wargames
22155,Dien Bien Phu ATS Upgrade: French Indochina 1954,2008,8.3,16,4,2,2,180,180,Wargames
22157,Namutoni,2004,6.5,2,0,2,2,10,10,Abstract
22158,Legendary Battles,1994,5.5,2,0,2,2,120,120,
22160,EuroFront II,2006,8.30639,133,4.0588,2,6,600,600,Wargames
22162,Das wilde Fussball-Quiz,2005,1,1,0,2,4,20,20,
22163,Double Cross,1971,0,0,0,2,4,0,0,
22165,Alfa-Kubes,1928,4.5,2,0,1,99,10,10,
22166,1869: USA West,2000,6.875,12,4.5,2,6,360,360,
22167,Beer College,2001,4.45,2,3,3,8,0,0,
22168,Ironclad,1973,6.5,4,3,2,2,0,0,Wargames
22170,Shockoe: The Trivia Game of Metropolitan Richmond,1985,-1,-1,-1,-1,-1,-1,-1,-1
22171,Power Rangers Time Force Circle of Power Game,2002,0,0,0,2,5,0,0,
22172,Arkham Horror: Curse of the Dark Pharaoh Expansion,2006,-1,-1,-1,-1,-1,-1,-1,-1
22173,Great American History Games,2000,0,0,0,1,8,5,5,
22174,Noun Hounds and Other Grammar Games,2001,0,0,0,1,8,5,5,
22175,Poetryslam Magnetic Word Game,1996,-1,-1,-1,-1,-1,-1,-1,-1
22177,Spot Opposites,1999,0,0,0,1,4,20,20,Children's
22178,Girls Night Out,2003,2,2,0,2,2,0,0,
22179,Race to the Gold Diggings of Australia,1855,0,0,0,2,6,0,0,
22183,CRISS-CROSS,1960,0,0,0,2,2,15,15,
22184,The OC Game,2006,6.5,2,0,2,2,0,0,
22185,The Gettysburg Campaign,2006,7.2,6,2,2,4,180,180,Wargames
22187,Apina,2004,4,2,1,2,8,15,15,
22189,Mití_ Missí_ Milloin Peli,2004,4,8,2,2,6,60,60,
22193,Wall Street Trader,1988,6,1,0,2,4,0,0,
22194,Official Scorer's Basketball Game,1985,0,0,0,1,2,0,0,
22195,Decapeg,1995,4.85,2,0,1,6,45,45,Abstract
22197,Das Sams,2006,4.7,10,1.3333,2,4,30,30,
22200,Missing Match-Ups: Sesame Street,1976,6.16524,7,0,2,2,0,0,Children's
22201,Catch Zoboo If You Can!,2000,6,1,0,2,4,15,15,Children's
22202,Bowl-O-Rama,2002,6.6875,8,0,1,32,30,30,
22204,"Car Wars Supplement, The AADA Vehicle Guide: Volume 2",1987,6.96552,29,2,2,8,90,90,Wargames
22207,Tempputorni,2005,-1,-1,-1,-1,-1,-1,-1,-1
22212,Kruisvuur,1978,6.11818,11,1,2,2,30,30,Abstract
22213,Patrouille,1985,6.36667,6,1,2,4,45,45,Abstract
22214,Checkersaurus Rex,1997,5.25,4,0,2,12,0,0,
22215,Truth and Triumph,1984,4.83333,9,2.5,2,4,60,60,
22218,Twist Tac Toe,1988,5.5,1,1,2,2,2,2,Abstract
22219,Turm & Wí_chter,1998,5.64286,7,2,2,2,20,20,Abstract
22221,K'DOR,1996,7.33333,3,0,2,2,10,10,Abstract
22222,Imagine,1996,-1,-1,-1,-1,-1,-1,-1,-1
22223,Alphabattle,1997,3.33333,3,1,2,2,0,0,
22224,Pairs or Better,2005,4.25,2,0,2,8,20,20,Abstract
22226,Race Across,2001,6.5,1,0,1,2,0,0,
22230,Hunt the Higgs,2005,0,0,0,2,2,15,15,
22231,Grid Master,2005,0,0,0,2,6,30,30,
22232,Monkeying Around,2004,4.76923,13,1,2,4,5,5,
22234,The Mr. Men,1976,0,0,0,1,99,10,10,
22235,Hello Friends,2005,4.5,5,1,2,2,15,15,Children's
22238,Mí_rderische Dinnerparty: Die Stimme aus dem Jenseits,2005,6.54545,11,2,6,8,180,180,
22239,Parade,2005,6.66667,3,1,2,2,5,5,Abstract
22240,Jenaer Turm,2005,5,1,1,2,2,10,10,Abstract
22241,Melt Some Plastic,2006,0,0,0,2,12,10,10,Wargames
22242,Der Rí_uber Hotzenplotz,1968,-1,-1,-1,-1,-1,-1,-1,-1
22243,Tri-Checkers,1987,0,0,0,3,3,30,30,Abstract
22246,Truth and Triumph: Challenge Edition,1984,4,1,0,2,4,60,60,
22247,Musical Assassins,2006,0,0,1,7,20,20,20,
22248,Triangular,1995,6.5625,8,1,2,2,20,20,Abstract
22249,Celebrity,1999,-1,-1,-1,-1,-1,-1,-1,-1
22250,Explore-A-Saur,2004,0,0,0,2,4,30,30,
22251,Mind's I,2006,3.4,5,0,2,6,0,0,
22252,Mawari-Sugoroku,1500,0,0,0,2,4,0,0,
22253,Hour of Glory: Bunkerstorm,2006,8.04348,23,2.8,2,4,60,60,Wargames
22255,Crossing The Plains,1984,5,2,0,2,6,60,60,
22256,Revenge of Monster Island,2005,7.0625,8,2,2,2,0,0,
22257,Joakim von Ankas fantastiska affí_rer,1989,-1,-1,-1,-1,-1,-1,-1,-1
22258,Orange Barrels,1997,5,1,0,2,4,45,45,
22259,Kroko Loko,2004,6.15909,22,1,2,4,15,15,
22260,Rrrum um's Eck!,1931,4.33333,3,0,2,4,20,20,
22262,Chemplay,1974,4,1,0,4,7,180,180,
22263,Munchkin Sammlerbox,2006,6.64815,81,3,0,0,0,0,
22264,Kastell-Castello,2006,6.6,10,2.6667,2,2,0,0,
22269,Silly Soup,1991,5,1,0,2,4,10,10,
22271,Loreley,1973,5,6,1,2,4,30,30,
22273,Infantry Combat: The Rifle Platoon,1995,6.25,6,3,1,1,0,0,Wargames
22274,Star Mogul: Ruins of an Empire,2006,7.91667,6,0,2,2,30,30,Wargames
22275,Armor Attacks: The Tank Platoon,1991,6.93333,15,2,1,1,0,0,Wargames
22276,Combat Team: The Captains' War,1998,6.25,4,3,1,1,0,0,Wargames
22279,Alhambra: The Treasure Chamber,2006,7.09496,541,2.2742,2,6,60,60,Strategy
22280,Mí_rderische Dinnerparty: Tod im London-Express,2006,6.565,10,2,6,8,180,180,
22281,INC.  The Game of Business,1998,3,2,0,2,6,60,60,
22282,Captain Planet and the Planeteers,1991,3.27273,11,2,2,5,30,30,
22283,Der Rí_uber Hotzenplotz,1986,6.71429,7,0,2,4,15,15,
22284,Iuvo,1986,-1,-1,-1,-1,-1,-1,-1,-1
22285,Jutland,2006,3,3,0,2,2,75,75,
22286,Penetration,1968,4,1,0,2,4,30,30,Abstract
22288,O.R.B.I.T.,1975,3.5,2,0,2,4,0,0,Abstract
22290,Die Teppichhí_ndler,1993,5.71429,7,1,3,5,0,0,
22291,Bienen-Spiel,1993,0,0,0,2,4,30,30,
22292,EleMental,2005,4.675,4,0,2,2,20,20,Abstract
22294,Let's Go Apple Picking Math,2005,0,0,0,2,4,30,30,
22295,Chocolate Chip Math,2003,3.5,2,1,2,4,30,30,
22296,Deflection,1989,7,6,3,2,2,30,30,Abstract
22298,Battle of the Slag Hills,1975,5,2,0,2,2,45,45,Wargames
22300,The Hustings,1994,4.5,4,1.5,2,8,60,60,
22301,Beeline,2006,1,1,0,2,2,0,0,Abstract
22304,Reef Encounter of the Second Kind,2006,7.21415,153,3.6471,2,4,105,105,
22306,Mein Hí_hnerhof,1989,0,0,0,2,4,25,25,
22308,1-2-3 Home Free,1989,5.5,1,0,2,4,20,20,Children's
22310,Crescendo Chess,1973,0,0,0,2,2,240,240,Abstract
22311,Venerable Destruction,1976,3,2,0,2,10,120,120,Wargames
22312,Junior Mentalogy,2006,5,2,0,2,2,20,20,Children's
22313,Come Play With Me,2001,6,2,0,2,4,20,20,Children's
22314,Easy Come Easy Go,1988,-1,-1,-1,-1,-1,-1,-1,-1
22315,The Safety Card Game,1986,-1,-1,-1,-1,-1,-1,-1,-1
22316,Symmetrix,1980,5,1,0,2,4,15,15,
22317,Ultimate Race,1999,5.06,5,2,2,6,60,60,
22318,"On to Quebec: The US Invasion of Canada, 1775-76",2006,6.11818,11,1.5,2,2,180,180,Wargames
22319,"Custer's Last Stand: The Yellowstone/Little Bighorn Campaign, 1876",2006,6.75,14,1.6667,2,2,180,180,Wargames
22320,1492: The New World äóñ North America,2001,5,1,0,2,53,120,120,Wargames
22321,Roll-em Jack-Pot Dice,1948,4.03333,3,0,1,0,15,15,
22322,Dino-War,2003,3,4,0,2,2,15,15,
22323,Be an Angel,2003,0,0,0,2,4,15,15,
22324,Branded The Game,1966,4,1,0,2,4,30,30,
22325,Remember the Alamo,2001,5,3,2,2,2,70,70,Wargames
22326,Diffusion,2006,5.10714,14,2.5,2,2,30,30,Abstract
22327,King of the Castle,1975,4,1,0,2,2,30,30,Abstract
22328,"Tina, Tim und Wambolo",1988,5.16667,3,0,2,6,20,20,
22331,Wiglin',1950,0,0,0,2,2,30,30,
22335,Critter-Tek,1994,5.5,2,0,2,2,30,30,
22336,"Kreuzverhí_r: Krimi-Kartenspiel fí_r zwei ""Ermittler""",2006,5.90476,21,1.75,2,2,40,40,
22339,Xtreme Limits,2006,-1,-1,-1,-1,-1,-1,-1,-1
22341,Jabberwacky,2005,4.83333,9,2,2,10,10,10,
22343,Dix Petits Indiens,1960,-1,-1,-1,-1,-1,-1,-1,-1
22344,Fatal Rendez Vous,2006,6.13333,27,2,5,20,30,30,
22346,Great Play Baseball,2003,6.92857,7,0,2,2,40,40,
22349,Objetivo Moscí_,1983,4.20667,15,2,2,4,60,60,Wargames
22350,Due Conga,2005,4.6,5,0,2,2,10,10,Abstract
22351,Democracy,1966,0,0,0,6,11,30,30,
22352,Ghetto,1943,5.5,2,0,0,0,0,0,
22353,I-SPY,1983,0,0,1,2,4,10,10,Children's
22354,Dagon contra el Hechicero de los Reinos Negros,1985,4.47407,27,1.5,2,4,60,60,
22355,Atolla Modulis (fan expansion for Funkenschlag),2006,7.55169,178,3.3846,2,6,120,120,Strategy
22356,Heroscape Expansion Set: Thaelenk Tundra,2006,7.75141,476,2.2973,2,3,60,60,Thematic
22357,Heroscape Expansion Set: Raknar's Vision ,2006,7.80922,448,2.2973,2,4,60,60,Thematic
22361,Descent: The Well of Darkness,2006,7.75775,1978,3.3941,2,5,120,120,Thematic
22362,Monopoly: Peanuts,2002,5.28571,21,1,2,6,120,120,
22363,Solution,2000,0,0,0,2,4,60,60,
22364,VeríÁbrí©faspiliíÁ,1990,7.125,8,2,2,6,120,120,
22365,Montecassino,2005,0,0,0,2,4,0,0,
22366,"""They're Off"" Horse Race Game",1931,3.71429,7,3,2,6,15,15,
22367,3er Schach,1960,7.5,2,0,3,3,60,60,Abstract
22368,Pan American World Jet Flight Game,1965,4.14286,7,1,2,4,30,30,
22369,Spots,1969,0,0,0,2,2,20,20,Children's
22370,Crimson Skies: Wings Over Manhattan,1999,6.805,20,3,2,2,0,0,
22371,Magica,2000,4,1,0,2,4,15,15,
22372,Stork Bingo,1957,-1,-1,-1,-1,-1,-1,-1,-1
22373,Indix Junior,2002,5.625,4,0,2,12,30,30,Children's
22374,Dixit: The Dictionary Game,1983,5.42857,7,0,2,4,60,60,
22375,Conservation Game,1976,4.5,2,0,2,6,0,0,
22376,Futility,1984,1,1,0,2,4,0,0,
22381,PotzKlotz,2003,5.75,2,0,2,6,30,30,
22382,Before I Was a Marshal I Was a Grenadier,2004,0,0,1,0,0,60,60,Wargames
22384,Spaghetti and Math Balls,2004,0,0,0,2,4,30,30,
22385,Curious George Finds the Bunnies Game,2005,6,2,0,2,4,15,15,Children's
22386,Tangled Tales Starter,2005,5.45,2,0,1,99,25,25,
22387,Tangled Tales Booster The Gatekeeper Chronicles 2,2005,0,0,0,0,0,0,0,
22388,Peanut Butter & Jelly Math,2005,3.5,1,0,2,4,20,20,
22389,Big Dumb Five,2000,6.16667,6,1,3,6,5,5,
22390,Yosemite Sam's Treasure Hunt Game,1971,0,0,0,2,4,30,30,
22391,ITN News at Ten: the Game,1988,2.125,4,1,2,6,0,0,
22393,Tangled Tales Adventure Deck- Nancy Drew: Mummy's the Word,2005,6.4,2,1,1,99,20,20,
22394,Tangled Tales Adventure Deck- Edgar & Ellen: The Eerie Wax Museum,2005,6,1,1,1,99,25,25,
22395,Tangled Tales Booster The Gatekeeper Chronicles 3: Pirates of the Black Grotto,2005,-1,-1,-1,-1,-1,-1,-1,-1
22396,Tour of Switzerland,2001,5.2,5,1,2,6,30,30,
22397,Histamiini-peli,1986,2.5,2,0,2,5,30,30,
22403,Negamco Pro Football,1959,7,2,0,1,2,30,30,
22404,"Mad Anthony: War for Ohio, 1791-94",2007,6.61071,14,2,2,2,180,180,Wargames
22405,"Pershing: The Hunt for Pancho Villa, 1916",2007,6.22,14,2,2,2,180,180,Wargames
22409,Autoweek Trivia Game,1985,0,0,0,1,4,30,30,
22410,Orient Express: 5 Nieuwe Mysteries,1987,6.92308,26,2.25,2,6,60,60,
22412,Oh-No-Ah,2006,0,0,0,2,4,30,30,
22413,Big Bigger Biggest,1990,4.5,2,0,2,6,0,0,
22414,Legends Of Hockey,2005,5.66667,3,0,2,2,120,120,
22415,Giant Intergalactic Electronic Game Book,1997,8.5,2,0,2,4,15,15,
22418,Street Fighter II- World Warriors Card Game,1994,2.62,5,1,2,4,0,0,
22419,Sportfiskespelet,1998,0,0,0,2,6,0,0,
22421,Bonnie Prince Charlie,1976,6.66667,3,0,2,5,200,200,Wargames
22424,Good-bye to Dengue,1996,-1,-1,-1,-1,-1,-1,-1,-1
22425,Bite Me,1997,5,1,0,3,8,0,0,
22426,Puppy Lake,2006,-1,-1,-1,-1,-1,-1,-1,-1
22429,Fart The Game,1987,6.375,4,0,2,4,30,30,
22430,Road Trip Quizwit,2005,4.66667,3,1,2,6,30,30,
22431,Wet Head,1988,6.625,4,0,2,8,10,20,
22432,Africa 1483,2005,4.66667,3,0,2,18,0,0,Wargames
22433,Incorporated,2005,4,1,2,2,4,20,20,
22434,Teenage Mutant Ninja Turtles: Ready for Battle Game,1990,4.25,2,1,2,4,10,10,
22436,WCW Thunder Card Game,1999,2.5,2,1,2,2,15,15,
22437,The Weird-Ohs Game,1964,9.9,1,1,0,0,0,0,
22438,Murder at the Four Deuces Teen,2003,8,1,2,10,20,150,150,
22440,Sneak a Peek (The Crossword Game),2006,4,4,0,2,4,0,0,
22441,Flocks,2005,4.4,5,1.3333,2,4,10,10,
22442,Ramesses' War,2006,4.33333,3,0,2,2,120,120,
22443,Pantheons,2002,4,1,4,2,15,600,600,Wargames
22444,Africa's 30 Year War: Chad Vs. Libya äóñ The Toyota War,2005,1,1,0,2,5,0,0,Wargames
22447,War to End All Wars: The Great War in Africa,2002,2,4,2,2,5,0,0,Wargames
22448,Kaiju Moon,2003,5,1,0,2,4,0,0,Wargames
22449,Fallen Blackhawk: Somalia,2005,1,1,0,2,2,0,0,Wargames
22450,3D5 (Cubic),1975,6.8,5,4,2,4,0,0,Abstract
22451,Bravo Piepino!,2006,6.5,12,2,2,4,20,20,Children's
22452,King,1985,0,0,0,2,2,10,10,Abstract
22453,Krazy Bee Bowling,1986,8,1,0,1,6,30,30,
22454,Feilong,2004,4,1,0,2,8,0,0,
22455,Walt Disney Productions' Robin Hood Game,1973,3.66667,3,1,2,4,0,0,Children's
22456,The Wonderful World of Disney,1974,-1,-1,-1,-1,-1,-1,-1,-1
22458,Asiphile,2005,0,0,0,0,0,0,0,
22459,Holidaze,1997,0,0,1,2,4,60,60,Abstract
22460,Longhorn,2001,6,4,1.5,2,4,80,80,
22462,The Gold Rush,2002,0,0,0,2,4,60,60,
22463,Wall Street Up/Down,1990,0,0,0,2,6,90,90,
22466,Cross Card,1985,4,1,0,2,6,30,30,Abstract
22467,Attention!,1897,5,1,0,2,4,30,30,Abstract
22468,Perlen-Pyramide,1978,7,2,0,3,3,10,10,Abstract
22470,SPACE BASTARDS! From outer space!,2005,0,0,0,2,6,60,60,
22471,Annette's Secret Passage Game,1958,0,0,0,2,4,60,60,
22473,Triple Play Baseball,1991,6.625,4,0,2,2,60,60,
22475,Afterworld TCG,2006,0,0,0,2,2,0,0,Customizable
22478,Triumvirat,1993,5.78571,7,0,2,3,10,10,Abstract
22480,"The Battle of Cheriton, 1644",2005,6.75,28,2.8,2,2,0,0,Wargames
22481,Kakuro for Dummies,2006,2,1,0,1,10,30,30,Abstract
22482,Fingerprint Expert,1969,0,0,0,2,4,30,30,
22483,Strike Force Jove,1985,2,1,0,2,2,30,30,Wargames
22487,Finger-Flick Sports: Football,1997,6,1,2,2,2,40,40,
22488,Dragon Run,1985,2,1,3,1,2,30,30,
22489,The New Teen Choices,1996,2,2,1,3,8,0,0,
22490,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe äóñ The Liberation of Narnia",2005,3.31579,19,1,2,2,20,20,
22491,Euroopan Omistaja,2005,3.5,3,0,2,8,40,40,
22492,Naturstig,1985,4,2,0,2,6,0,0,
22493,Oer Alles,1700,7.08333,6,0,2,2,30,30,Abstract
